well_id,water_cut_fraction,MAIP_psi,required_injection_pressure_psi,porosity_fraction,permeability_md,TDS_mg_L,oil_in_water_ppm,TSS_mg_L,Ca_mg_L,SO4_mg_L,Ba_mg_L,Sr_mg_L,CRI,SRI,lithology,pH,temperature_C,GRSS,recommended_decision,main_reason
W06,0.763,7007,4556,0.32,227,2770,11.79,25.6,1996,238,0,95,8.2,30.9,sandstone,8.11,36.19,70.02,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.775,7516,8716,0.295,741,3245,12.69,137.86,1526,108,0,204,28,26.6,sandstone,7.26,37.29,58.46,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.794,7393,5901,0.307,949,1529,20.3,103.16,1370,245,0,86,38.8,38.8,sandstone,7.83,54.39,73.76,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.797,6932,6116,0.269,546,3711,7.09,260.54,1261,228,0,149,24.7,38.5,sandstone,7.36,36.07,60.29,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.77,7337,5559,0.267,546,638,8.64,219.03,1606,338,0,178,22.6,81.3,shale,8.97,46.3,68.97,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.79,7780,5898,0.303,745,3658,5.22,168.26,1853,204,0,128,20,30,sandstone,8.93,38.66,70.15,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.764,7252,5060,0.307,897,1383,9.68,86.14,1341,57,0,96,33,0,sandstone,8.05,52.14,71.77,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.749,7201,4800,0.286,776,2223,10.96,272.4,1746,236,0,159,93.7,51.7,sandstone,6.19,76.25,72.57,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.802,6520,5536,0.288,662,930,27.68,170.68,1467,212,0,143,50,59.2,sandstone,7.76,77.32,69.39,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.811,7223,5990,0.314,769,1793,19.69,209.48,1462,147,0,137,20,34.3,shale,8.01,43.08,63.38,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.773,7175,6302,0.269,574,2552,13.04,162.67,1621,240,0,105,20,35.6,sandstone,7.93,37.02,74.51,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.818,7016,7216,0.308,755,2335,6.58,267.96,1010,219,0,153,33.5,46.7,shale,7.99,51.77,37.56,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.782,7074,7274,0.296,639,6819,28.7,190.37,1055,264,0,97,20,17.4,sandstone,7.88,15.56,53.75,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.783,7012,5187,0.307,208,88,43.63,136.81,1290,431,0,122,35.1,84,carbonate,8.43,52.57,67.11,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W06,0.793,7171,7371,0.31,754,2073,6.81,165.16,1497,163,0,99,20,24.4,shale,8.94,36.7,55.31,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.758,7270,7470,0.289,676,784,4.58,154.98,474,319,0,138,20,72.9,shale,8.84,42.71,33.42,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.809,7013,7213,0.311,845,3563,5.9,221.69,1070,305,0,117,50.3,40.9,shale,7.19,54.99,63.34,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.765,7354,5933,0.306,776,2453,16.47,108.95,1467,275,0,132,20,48.4,sandstone,7.63,39.35,63.07,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.802,7372,6306,0.284,684,2155,6.16,252.43,1467,119,0,111,20,17.1,sandstone,8.02,41.55,63.31,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.768,7151,5556,0.282,643,2645,6.8,113.97,1554,199,0,132,20,36.3,sandstone,7.89,28.07,68.31,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.798,7088,5503,0.294,680,2268,8.69,50.35,1693,327,0,163,17.7,64.5,sandstone,7.97,46.84,73.15,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.798,7528,7728,0.298,726,1486,8.59,285.26,1386,325,0,108,50,57.8,sandstone,7.95,64.55,45.47,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.829,7149,7349,0.262,678,1134,20.6,306.4,1667,170,0,162,96.7,52.2,sandstone,6.1,72.9,31.3,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.778,7338,5586,0.307,746,1470,26.8,201.74,1664,206,0,96,20,37.5,sandstone,7.72,16.34,63.52,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.794,7480,5004,0.302,792,576,10.94,176.74,1641,270,0,120,50,70.3,sandstone,7.66,64.54,76.96,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.769,7490,7690,0.291,680,1932,11.39,123.31,1892,349,0,98,20,53.8,shale,8.3,26.05,61.58,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.816,7050,7250,0.297,761,1424,11.67,43.69,1438,274,0,155,12.8,64.2,sandstone,7.97,42.33,38.17,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.766,7220,4544,0.298,737,192,39.77,189.49,1583,312,0,89,20,78,sandstone,9.72,39.12,71.6,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.772,7455,5207,0.273,534,2118,7.25,205.55,974,207,0,100,50,32.4,shale,8.04,61.85,60.43,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.79,7021,6309,0.314,862,3749,8.86,150.75,1063,317,0,81,20,29,sandstone,7.77,29.56,60.67,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.804,7609,4592,0.298,585,3548,11.63,31.88,1096,112,0,142,18.6,14.1,shale,8.04,49.25,43.76,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.787,7113,8313,0.295,706,95,20.27,282.94,1762,347,0,171,26,84.4,sandstone,8.81,48.02,35.18,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.736,7017,7217,0.282,676,7122,38.77,223.25,1364,301,0,92,20,19.2,sandstone,8.42,15.29,35.81,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.754,7780,7980,0.291,699,155,10.39,125.9,1184,295,0,176,64.3,81.1,sandstone,7.07,65.68,51.96,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.839,7299,4960,0.303,742,2597,13.22,24.64,1349,299,0,99,7.8,40.6,shale,8.03,43.5,60.04,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.799,7157,5233,0.286,744,2779,17,174.33,1288,159,0,140,40.1,29.9,shale,8.39,55.03,71.68,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.786,6849,5301,0.29,741,2741,11.74,272.72,1666,256,0,131,41.3,43.8,shale,6.86,18.52,65.05,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.789,7439,7639,0.314,817,2979,6.11,314.95,1159,312,0,105,20.3,41.5,sandstone,7.49,34.03,60.63,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.794,6942,5983,0.292,708,3166,7.27,272.1,1169,220,0,117,21.8,32.3,sandstone,8.04,45.89,72.62,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.795,7037,5454,0.298,808,3900,12.19,78.16,1470,225,0,124,26.2,31,sandstone,8.56,49.17,74.72,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.837,7337,4987,0.296,685,2490,6.21,97.59,1109,278,0,61,19.8,22.8,shale,7.94,43.73,46.66,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.807,7297,6363,0.309,847,2821,9.42,210.04,1475,247,0,118,39.5,38.6,sandstone,8.39,54.77,60.88,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.848,7454,8654,0.32,914,279,8.3,118.79,1305,362,0,102,50,81.9,shale,8.29,78.35,35.27,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.795,7627,8827,0.295,623,2828,8.11,248.29,1866,462,0,148,29.4,70.4,sandstone,8.39,49.7,32.99,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.77,7039,5772,0.271,538,814,7.5,154.71,1918,245,0,105,20,57.9,shale,8.78,38.87,67.9,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.814,7588,8788,0.297,741,1609,17.18,198.98,809,226,0,142,20,51.6,sandstone,8.27,39.17,53.68,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.77,7364,5843,0.305,945,1837,9.46,205.16,1470,159,0,134,20,35.8,sandstone,8.18,42.04,69.28,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.838,7257,4614,0.307,831,1283,7.73,63.99,1396,260,0,121,16.1,55.7,sandstone,7.76,41.02,77.86,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.785,7780,8980,0.289,686,233,10.22,177.44,1149,368,0,95,20,81.6,sandstone,8.23,40.97,53.05,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.777,7306,7506,0.283,778,956,5.27,173.63,979,303,0,177,55,77.4,shale,6.45,17.49,59.04,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.824,7588,5657,0.289,743,2076,10.11,103.91,1249,182,0,165,26.1,45.1,sandstone,7.61,48.05,71.26,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.83,7116,7316,0.289,805,3625,4.69,172,1798,269,0,162,20,47.2,sandstone,8.24,37.64,36.01,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.765,7489,5373,0.314,710,1991,9.12,125.52,1635,246,0,117,20,45,sandstone,7.82,29.72,73.78,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.772,7350,7550,0.285,221,1338,34.03,164.08,1736,347,0,119,20,66.6,sandstone,8.24,27.52,42.41,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.778,6924,6130,0.28,668,5827,42.78,168.7,1703,111,0,103,20,0,sandstone,8.06,33.52,63.25,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.84,7487,8687,0.296,701,3034,11.17,295.95,1971,237,0,136,28.8,40.7,sandstone,8.78,49.39,61.92,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.785,6794,5893,0.307,839,254,7.64,157.09,1542,299,0,151,20,81.9,carbonate,7.88,34.92,74.55,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W06,0.781,6863,4937,0.293,709,4629,11.59,175.8,1698,185,0,90,31.2,10.5,sandstone,7.85,50.62,69.57,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.797,6696,5846,0.307,713,3124,8.23,264.02,1548,250,0,106,40.3,33.5,sandstone,6.89,16.86,65.83,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.799,7234,8434,0.288,707,7573,40.64,338.96,1808,335,0,112,30,28.2,sandstone,8.36,50.01,54.09,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.807,7431,5414,0.297,831,2199,8.63,142.9,1254,170,0,184,26.2,45.4,sandstone,8.97,48.1,60.23,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.83,7200,8400,0.299,800,2104,20.05,305.47,1133,362,0,139,20,62.5,sandstone,7.57,41.94,35.06,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.782,7153,5773,0.283,571,1401,6.31,265.78,1688,197,0,37,29.5,5,shale,7.26,45.76,65.53,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.835,7081,4674,0.284,564,5069,4.05,157.25,1967,157,0,149,37.1,20.1,sandstone,7.91,53.55,77.49,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.789,7306,7506,0.293,669,2533,6.73,271.59,1853,250,0,121,20,42.4,sandstone,8.19,44.22,40.65,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.792,7475,6069,0.32,977,2541,8.62,30.35,1048,142,0,126,9.6,24.3,shale,7.88,39.73,60.87,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.806,7552,7752,0.29,229,1637,35.2,284.08,1269,260,0,163,20,60.7,shale,8.8,17.42,43.26,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.823,7560,8760,0.299,698,164,22.63,141.22,1562,340,0,176,20,83.2,sandstone,7.69,26.25,38.44,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.82,7780,5950,0.305,683,141,23.14,132.74,1434,179,0,120,27.1,68.7,shale,8.04,48.56,60.84,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.745,7360,5761,0.28,671,6660,23.07,221.86,1348,216,0,118,50,17.7,shale,8.21,66.79,43.96,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.789,7546,8746,0.29,744,2026,19.49,305.13,1896,284,0,120,20,51.7,sandstone,8.32,39.57,42.3,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.782,7221,5814,0.301,584,5704,7.07,89.75,1415,335,0,74,19.1,19.7,sandstone,9.26,32.08,71.01,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.803,7200,4518,0.293,780,293,9.14,119.94,1673,202,0,103,21.1,62.4,sandstone,8.09,45.53,60.95,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.787,7691,6425,0.304,820,183,23.22,180.94,1414,181,0,90,35.9,57.4,sandstone,8.34,52.94,65.69,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.803,7390,6279,0.31,831,1801,25.25,277.91,1991,149,0,155,51,38.8,sandstone,6.57,26.91,65.14,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.799,7124,5238,0.304,913,1918,11.24,238.67,787,103,0,115,42.3,15.5,sandstone,8.21,56.14,69.7,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.755,7102,8302,0.286,699,3800,39.17,257,1063,336,0,134,20,47.4,sandstone,9.29,43.07,61.08,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.78,7645,7845,0.307,738,3806,9.17,178.98,1341,308,0,146,20,47.4,sandstone,7.79,43.31,35,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.748,7236,5645,0.317,956,578,9.52,95.24,945,308,0,97,25.2,65.5,sandstone,7.33,40.7,72.24,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.779,7629,5768,0.294,785,2356,9.08,188.43,1280,168,0,109,20,26.4,sandstone,8.03,38.92,69.15,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.737,7465,7665,0.293,663,629,9.02,212.59,1137,225,0,88,50,49.9,sandstone,8.06,64.87,31.02,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.775,7338,5483,0.291,636,1943,9.83,249.24,1042,106,0,143,25.2,23.5,sandstone,7.98,47.59,71.5,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.806,7354,7554,0.289,767,7218,40.65,336.48,1738,268,0,120,50,24,shale,7.73,76.29,48.82,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.812,7330,7530,0.315,802,4789,8.2,267.28,1782,356,0,155,20,50.1,sandstone,8.18,34.94,58,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.793,7173,6132,0.286,716,2085,26.31,266.81,1285,350,0,84,50,45.3,sandstone,7.55,70.65,66.13,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.808,7720,6178,0.284,631,2489,9.74,206.42,1702,26,0,201,20,0,shale,7.92,35.19,69.98,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.811,7220,8420,0.273,576,1923,9.8,121.45,1620,248,0,162,32,56.7,sandstone,7.94,50.98,36.96,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.806,7127,5369,0.28,577,1213,9.36,135.4,1822,283,0,130,20,63.7,sandstone,9,42.17,62.88,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.806,7264,5430,0.297,665,4727,4.9,167.77,2059,228,0,150,27.9,34.1,sandstone,7.92,48.95,65.1,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.796,6866,6237,0.281,667,1415,6.5,133.04,1296,206,0,103,21.8,40,carbonate,7.94,45.91,67.79,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W06,0.844,7240,5021,0.315,806,3475,9.29,29.16,1175,358,0,148,15.6,54.6,sandstone,7.77,48.14,76.45,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.816,7299,5967,0.297,643,1138,12.93,164.79,1508,228,0,120,25.7,52.9,shale,8.01,47.83,70,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.807,6820,7020,0.301,726,179,8.47,220.18,1718,286,0,115,20,82.7,sandstone,9.03,23.72,58.75,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.816,7238,6021,0.287,578,2613,5.85,148.67,1275,281,0,94,25.5,36.7,sandstone,8.24,47.77,66.4,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.829,7315,8515,0.31,884,5704,24.67,221.81,2411,264,0,145,20,34.2,carbonate,7.9,41.7,61.94,Injection not suitable,"Injection is not suitable because the carbonate case still fails key pressure, damage, or quality checks."
W06,0.782,6738,6109,0.29,622,2927,16.55,179.69,1331,203,0,78,20,17.6,sandstone,7.57,34.76,61.64,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.777,7099,7299,0.299,790,3466,28.26,147.82,1180,276,0,69,20,20.5,sandstone,8.86,38.54,36.55,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.851,7450,5217,0.303,787,2590,7.4,83.75,1252,241,0,111,18.5,37.3,carbonate,7.9,43.98,76.15,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W06,0.827,7508,7708,0.298,847,7034,8.92,265.76,1439,289,0,93,40.7,18.5,sandstone,6.88,18.39,38.88,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.793,6879,6639,0.298,800,5326,8.04,104.69,1565,161,0,79,50,0,sandstone,8.3,77.66,62.47,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.8,7306,5188,0.3,784,2421,8.3,164.9,1245,201,0,164,23.3,45.5,sandstone,7.4,38.82,73.3,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.821,7229,5458,0.29,694,6975,9.73,193.38,2075,276,0,110,96.7,22.7,sandstone,6.1,79.06,61.03,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.826,6880,7080,0.311,882,253,9.31,314.37,1339,247,0,135,29.1,79.5,carbonate,8.24,49.54,64.7,Injection not suitable,"Injection is not suitable because the carbonate case still fails key pressure, damage, or quality checks."
W06,0.82,7258,6317,0.312,878,5217,8.75,99.1,1264,255,0,138,49.9,33.1,sandstone,9.21,62.55,72.94,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.755,7083,8283,0.302,752,2601,11.47,299.16,1134,315,0,172,20,60.7,sandstone,7.56,29.21,60.39,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.786,6949,5799,0.307,720,1840,6.89,61.17,1133,58,0,148,15.7,5.5,sandstone,7.87,39.98,69.43,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.84,7314,5684,0.301,638,2126,7.83,102.04,1303,287,0,139,20,54.1,sandstone,8.19,38.83,72.02,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.842,7097,5760,0.298,796,2823,8.44,104.25,1362,318,0,84,36.7,35.7,shale,8.9,53.37,71.97,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.816,7422,4742,0.292,660,1776,10.05,76.36,1888,229,0,117,27.4,45.2,sandstone,7.58,49.88,70.48,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.844,7692,6049,0.311,801,1149,8.48,42.27,1230,202,0,112,42.5,45.3,sandstone,7.98,60.61,75.24,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.825,7202,5431,0.302,734,3503,10.95,90.31,1221,119,0,149,19.1,18,sandstone,7.84,41.61,66.59,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.756,7023,8223,0.284,667,4834,6.57,164.24,1320,382,0,183,20,57.4,shale,8.18,38.71,56.26,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.769,7382,7582,0.272,632,2569,32.15,193.88,656,225,0,144,20,43.8,sandstone,8.84,43.9,30.83,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.848,7693,8893,0.281,621,7082,26.08,244.42,1273,332,0,124,36.5,32.5,sandstone,9.22,53.24,43.54,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.763,7632,6095,0.298,675,1759,24.72,197.73,1672,110,0,146,31.1,27.1,sandstone,7.77,50.57,67.16,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.824,7002,5941,0.319,879,2876,12.24,93.17,1891,173,0,173,19.4,39.1,shale,7.95,41.01,62.29,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.819,7432,6464,0.293,657,6425,9.64,139.83,1541,241,0,63,20,1.1,sandstone,7.98,17.39,66.22,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.822,7235,6152,0.303,779,7475,44.15,150.55,1698,198,0,114,50,11.5,sandstone,7.99,71.35,73.66,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.804,7053,5499,0.295,216,5029,6.84,147.54,1670,259,0,77,20,14.9,shale,7.68,44.16,67.03,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.794,7449,8649,0.32,832,120,25.62,263.16,1161,381,0,124,62,82.6,sandstone,6.24,42.98,38.81,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.803,7251,5240,0.295,755,7260,30.98,268.51,1497,337,0,89,50,21.5,sandstone,7.84,68.77,67.99,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.801,7459,6703,0.314,943,2345,7.95,102.51,1473,254,0,113,20.6,41.4,sandstone,8.08,45.32,60.91,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.845,6887,8087,0.3,832,1652,7.62,343.71,1291,249,0,174,35.2,61.2,sandstone,8.03,52.61,40.3,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.803,7290,6055,0.3,828,764,15.1,95.02,1708,158,0,133,19.6,49.3,sandstone,8.05,44.81,71.75,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W06,0.769,7580,7780,0.307,728,1756,7.32,237.97,1348,334,0,94,20,50.9,sandstone,7.54,27.51,52.47,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.776,7228,7428,0.306,662,6984,24.8,113.31,2223,337,0,137,21.5,36.7,sandstone,9.48,45.74,30.84,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.79,7262,6341,0.303,214,5244,24.7,267.68,2118,255,0,123,50,29.2,shale,7.92,70.45,68.55,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W06,0.833,7177,7377,0.318,734,6440,38.95,305.83,1559,322,0,163,24.4,42.4,shale,8.09,47.18,37.61,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.815,7200,7400,0.312,898,3074,39.64,239.86,1036,244,0,130,50,39.8,sandstone,9.5,71.5,64.15,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.788,7417,6896,0.294,733,1479,9.22,170.33,1458,120,0,58,51.3,2.1,sandstone,7.05,53.13,57.43,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.908,7599,7799,0.303,671,231,41.92,149.34,1784,157,0,101,50,54.8,sandstone,7.53,79.69,34.48,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W06,0.849,7399,5034,0.294,791,1991,7.58,93.68,1437,257,0,118,25.2,46.3,sandstone,8.24,47.88,73.47,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W06,0.869,7232,8432,0.309,559,1176,21.47,290.05,1633,209,0,153,39.8,57.5,shale,8.05,54.91,47.15,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W06,0.781,7101,8301,0.305,680,2206,5.31,92.51,1467,279,0,152,45.6,55.9,shale,8.16,58.15,36.38,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
